Ngày đăng,Năm SX,Xuất xứ,Địa điểm,Kiểu dáng,Số km đã đi,Hộp số,Tình trạng,Nhiên liệu,Giá
2025-09-19,2017,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Hatchback,85000,Tự động,Đã sử dụng,Xăng,330000000
2025-09-19,2015,Ấn Độ,"Xã Tân Minh, Huyện Sóc Sơn, Hà Nội",Hatchback,130000,Số sàn,Đã sử dụng,Xăng,145000000
2025-09-19,2017,Việt Nam,"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Sedan,85000,Tự động,Đã sử dụng,Xăng,358000000
2025-09-19,2025,Hàn Quốc,"Phố Nguyễn Chánh, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,5000,Tự động,Đã sử dụng,Xăng,970000000
2025-09-19,2024,Đang cập nhật,"Phường Việt Hưng, Quận Long Biên, Hà Nội",SUV / Cross over,15000,Tự động,Đã sử dụng,Động cơ Hybrid,1230000000
2025-09-19,2024,Việt Nam,"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",SUV / Cross over,0,Tự động,Đã sử dụng,Điện,429000000
2025-09-19,2020,Việt Nam,"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,70000,Tự động,Đã sử dụng,Xăng,565000000
2025-09-19,2018,Đang cập nhật,"256 Nguyễn Xiển, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",SUV / Cross over,89998,Tự động,Đã sử dụng,Xăng,598999999
2025-09-19,2016,Thái Lan,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,100000,Tự động,Đã sử dụng,Xăng,385000000
2025-09-19,2012,Nhật Bản,"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,150000,Tự động,Đã sử dụng,Xăng,265000000
2025-09-19,2013,Nước khác,"Xã Đình Xuyên, Huyện Gia Lâm, Hà Nội",Unknown,275000,Số sàn,Đã sử dụng,Xăng,125000000
2025-09-19,2016,Mỹ,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,60000,Tự động,Đã sử dụng,Xăng,2150000000
2025-09-19,2016,Đang cập nhật,"Phường Việt Hưng, Quận Long Biên, Hà Nội",Hatchback,56000,Tự động,Đã sử dụng,Xăng,355000000
2025-09-19,2008,Việt Nam,"Phường Dương Nội, Quận Hà Đông, Hà Nội",Minivan (MPV),12000,Số sàn,Đã sử dụng,Xăng,156000000
2025-09-19,2023,Việt Nam,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Sedan,50000,Tự động,Đã sử dụng,Xăng,560000000
2025-09-19,2013,Việt Nam,"Phường Dương Nội, Quận Hà Đông, Hà Nội",SUV / Cross over,17000,Số sàn,Đã sử dụng,Dầu,292000000
2025-09-19,2019,Việt Nam,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Hatchback,58000,Tự động,Đã sử dụng,Xăng,435000000
2025-09-19,2019,Việt Nam,"Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,11600,Tự động,Đã sử dụng,Xăng,490000000
2025-09-19,2011,Việt Nam,"Xã Sơn Đông, Thị xã Sơn Tây, Hà Nội",Kiểu dáng khác,100000,Số sàn,Đã sử dụng,Xăng,35000000
2025-09-19,2025,Trung Quốc,"Phường Quang Trung, Quận Hà Đông, Hà Nội",SUV / Cross over,0,Tự động,Mới,Xăng,1269000000
2025-09-19,2016,Việt Nam,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Hatchback,120000,Tự động,Đã sử dụng,Xăng,350000000
2025-09-19,2016,Mỹ,"Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,120000,Tự động,Đã sử dụng,Xăng,1199000000
2025-09-19,2018,Việt Nam,"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Hatchback,85000,Tự động,Đã sử dụng,Xăng,280000000
2025-09-19,2022,Việt Nam,"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Sedan,32000,Tự động,Đã sử dụng,Xăng,550000000
2025-09-18,2019,Việt Nam,"Ngõ 42 Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Sedan,130000,Tự động,Đã sử dụng,Xăng,363000000
2025-09-18,2019,Việt Nam,"Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội",Sedan,112000,Tự động,Đã sử dụng,Xăng,430000000
2025-09-18,2014,Đức,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",SUV / Cross over,81000,Tự động,Đã sử dụng,Xăng,859000000
2025-09-18,2010,Đang cập nhật,"Thị trấn Phúc Thọ, Huyện Phúc Thọ, Hà Nội",Sedan,120000,Tự động,Đã sử dụng,Xăng,278000000
2025-09-18,2021,Việt Nam,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Sedan,72000,Số sàn,Đã sử dụng,Xăng,336000000
2025-09-18,2016,Việt Nam,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Hatchback,125000,Tự động,Đã sử dụng,Xăng,270000000
2025-09-18,2022,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Sedan,53000,Tự động,Đã sử dụng,Xăng,495000000
2025-09-18,2022,Nhật Bản,"Đường trục phía Nam, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Van,37000,Số sàn,Đã sử dụng,Xăng,240000000
2025-09-18,2019,Việt Nam,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Sedan,95000,Số sàn,Đã sử dụng,Xăng,290000000
2025-09-18,2008,Hàn Quốc,"Phường Phú Lãm, Quận Hà Đông, Hà Nội",Hatchback,15000,Số sàn,Đã sử dụng,Xăng,85000000
2025-09-18,2024,Nước khác,"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",SUV / Cross over,7000,Tự động,Đã sử dụng,Xăng,600000000
2025-09-18,2017,Nước khác,"Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Sedan,90000,Tự động,Đã sử dụng,Xăng,385000000
2025-09-18,2023,Nước khác,"Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",SUV / Cross over,50000,Tự động,Đã sử dụng,Xăng,899000000
2025-09-18,2019,Nước khác,"Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,90000,Tự động,Đã sử dụng,Xăng,585000000
2025-09-18,2019,Nước khác,"Phường Cống Vị, Quận Ba Đình, Hà Nội",SUV / Cross over,80000,Tự động,Đã sử dụng,Xăng,635000000
2025-09-18,2015,Đang cập nhật,"Phố Dương Khuê, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Unknown,10000,Tự động,Đã sử dụng,Xăng,230000000
2025-09-18,2019,Nước khác,"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Sedan,50000,Tự động,Đã sử dụng,Xăng,1899000000
2025-09-18,2022,Đang cập nhật,"Số 759 đường Nguyễn Văn Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",SUV / Cross over,40000,Tự động,Đã sử dụng,Xăng,1790000000
2025-09-18,2021,Nước khác,"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",SUV / Cross over,50000,Tự động,Đã sử dụng,Xăng,1680000000
2025-09-18,2021,Đang cập nhật,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Unknown,41000,Tự động,Đã sử dụng,Xăng,499000000
2025-09-18,2019,Đức,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Sedan,36000,Tự động,Đã sử dụng,Xăng,799000000
2025-09-18,2022,Đang cập nhật,"759 đường Nguyễn Văn Linh, Long Biên, Hà Nội, Phường Thạch Bàn, Quận Long Biên, Hà Nội",SUV / Cross over,40000,Tự động,Đã sử dụng,Động cơ Hybrid,1790000000
2025-09-18,2023,Thái Lan,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Sedan,28000,Tự động,Đã sử dụng,Xăng,733000000
2025-09-18,2025,Đang cập nhật,"Số 759 đường Nguyễn Văn Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",SUV / Cross over,4100,Tự động,Đã sử dụng,Động cơ Hybrid,2030000000
2025-09-18,2022,Đang cập nhật,"Số 759 đường Nguyễn Văn Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",SUV / Cross over,30000,Tự động,Đã sử dụng,Xăng,1850000000
2025-09-18,2025,Đang cập nhật,"Số 759 đường Nguyễn Văn Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",SUV / Cross over,4000,Tự động,Đã sử dụng,Động cơ Hybrid,2030000000
2025-09-18,2006,Nước khác,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",SUV / Cross over,150000,Tự động,Đã sử dụng,Xăng,366000000
2025-09-18,2014,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Minivan (MPV),90000,Số sàn,Đã sử dụng,Xăng,269000000
2025-09-18,2010,Hàn Quốc,"Phường Biên Giang, Quận Hà Đông, Hà Nội",Sedan,200000,Số sàn,Đã sử dụng,Xăng,150000000
2025-09-18,2025,Việt Nam,"437 Giải Phóng, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",SUV / Cross over,0,Tự động,Mới,Điện,470000000
2025-09-18,2023,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",SUV / Cross over,6500,Tự động,Đã sử dụng,Xăng,765000000
2025-09-18,2018,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Hatchback,104000,Tự động,Đã sử dụng,Xăng,413000000
2025-09-18,2011,Việt Nam,"Phường Bồ Đề, Quận Long Biên, Hà Nội",Sedan,110000,Số sàn,Đã sử dụng,Xăng,185000000
2025-09-18,2018,Việt Nam,"Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Hatchback,60000,Tự động,Đã sử dụng,Xăng,420000000
2025-09-18,2025,Việt Nam,"Phố Yên Lãng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",SUV / Cross over,0,Tự động,Mới,Điện,459000000
2025-09-18,2011,Việt Nam,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Sedan,170000,Tự động,Đã sử dụng,Xăng,305000000
2025-09-18,2022,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,79000,Tự động,Đã sử dụng,Dầu,1120000000
2025-09-18,2021,Đang cập nhật,"Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",SUV / Cross over,30,5,Đã sử dụng,Xăng,565000000
2025-09-18,2010,Đài Loan,"Hon đa phúc thắng phúc yên  vĩnh phúc, Xã Kim Hoa, Huyện Mê Linh, Hà Nội",Hatchback,80000,Số sàn,Đã sử dụng,Xăng,48500000
2025-09-18,2012,Hàn Quốc,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Minivan (MPV),110000,Số sàn,Đã sử dụng,Dầu,395000000
2025-09-18,2023,Việt Nam,"Phường Bồ Đề, Quận Long Biên, Hà Nội",SUV / Cross over,10000,Tự động,Đã sử dụng,Xăng,2379000000
2025-09-18,2022,Nước khác,"Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,50000,Tự động,Đã sử dụng,Dầu,848000000
2025-09-18,2022,Nước khác,"Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,60000,Tự động,Đã sử dụng,Dầu,1168000000
2025-09-18,2024,Nước khác,"Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,30000,Tự động,Đã sử dụng,Xăng,835000000
2025-09-18,2021,Nước khác,"Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,20000,Tự động,Đã sử dụng,Xăng,1018000000
2025-09-18,2021,Nước khác,"Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,50000,Tự động,Đã sử dụng,Xăng,878000000
2025-09-18,2024,Nước khác,"Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,14000,Tự động,Đã sử dụng,Xăng,849000000
2025-09-18,2025,Nước khác,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Pick-up (bán tải),0,Tự động,Mới,Dầu,845000000
2025-09-18,2017,Việt Nam,"Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",SUV / Cross over,200000,Tự động,Đã sử dụng,Dầu,610000000
2025-09-18,2019,Đức,"Phường Bồ Đề, Quận Long Biên, Hà Nội",SUV / Cross over,15000,Tự động,Đã sử dụng,Xăng,2290000000
2025-09-18,2014,Mỹ,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,78000,Tự động,Đã sử dụng,Xăng,2800000000
2025-09-18,2016,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",SUV / Cross over,100000,Tự động,Đã sử dụng,Xăng,465000000
2025-09-18,2022,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Sedan,46000,Tự động,Đã sử dụng,Xăng,495000000
2025-09-18,2008,Việt Nam,"36/237 Phú Viên, Phường Bồ Đề, Quận Long Biên, Hà Nội",SUV / Cross over,160000,Tự động,Đã sử dụng,Xăng,190000000
2025-09-18,2005,Việt Nam,"Xã Thanh Xuân, Huyện Sóc Sơn, Hà Nội",Hatchback,190000,Tự động,Đã sử dụng,Xăng,75000000
2025-09-18,2002,Việt Nam,"Phường Hà Cầu, Quận Hà Đông, Hà Nội",SUV / Cross over,330000,Số sàn,Đã sử dụng,Xăng,160000000
2025-09-17,2019,Việt Nam,"Ngõ 42 Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Sedan,130000,Tự động,Đã sử dụng,Xăng,360000000
2025-09-17,2021,Việt Nam,"Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Sedan,66000,Tự động,Đã sử dụng,Xăng,416000000
2025-09-17,2018,Thái Lan,"Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",SUV / Cross over,65000,Tự động,Đã sử dụng,Xăng,680000000
2025-09-17,2011,Hàn Quốc,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",Unknown,10000,Số sàn,Đã sử dụng,Xăng,70000000
2025-09-17,2020,Việt Nam,"Xã An Khánh, Huyện Hoài Đức, Hà Nội",SUV / Cross over,79000,Tự động,Đã sử dụng,Xăng,475000000
2025-09-17,2024,Nước khác,"Xã An Khánh, Huyện Hoài Đức, Hà Nội",SUV / Cross over,5000,Tự động,Đã sử dụng,Xăng,650000000
2025-09-17,2022,Thái Lan,"Xã An Khánh, Huyện Hoài Đức, Hà Nội",Sedan,40000,Tự động,Đã sử dụng,Xăng,400000000
2025-09-17,2019,Thái Lan,"Xã An Khánh, Huyện Hoài Đức, Hà Nội",SUV / Cross over,60000,Tự động,Đã sử dụng,Xăng,625000000
2025-09-17,2016,Đang cập nhật,"Phường Yên Phụ, Quận Tây Hồ, Hà Nội",Sedan,1,Tự động,Đã sử dụng,Xăng,2100000000
2025-09-17,2021,Đang cập nhật,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,1,Tự động,Đã sử dụng,Xăng,660000000
2025-09-17,2021,Đang cập nhật,"Phường Yên Phụ, Quận Tây Hồ, Hà Nội",SUV / Cross over,100000,Tự động,Đã sử dụng,Xăng,660000000
2025-09-17,2017,Nước khác,"Phường Bồ Đề, Quận Long Biên, Hà Nội",Hatchback,0,Tự động,Đã sử dụng,Xăng,348000000
2025-09-17,2011,Đang cập nhật,"Phường Phúc Lợi, Quận Long Biên, Hà Nội",SUV / Cross over,1,Tự động,Đã sử dụng,Xăng,333000000
2025-09-17,2011,Đang cập nhật,"Phường Yên Phụ, Quận Tây Hồ, Hà Nội",Unknown,1,Tự động,Đã sử dụng,Xăng,333000000
2025-09-17,2011,Đang cập nhật,"Phường Yên Phụ, Quận Tây Hồ, Hà Nội",SUV / Cross over,1,Tự động,Đã sử dụng,Xăng,333000000
2025-09-17,2020,Đang cập nhật,"Phường Yên Phụ, Quận Tây Hồ, Hà Nội",Sedan,1,Tự động,Đã sử dụng,Xăng,666000000
2025-09-17,2020,Đang cập nhật,"Phường Sài Đồng, Quận Long Biên, Hà Nội",Sedan,1,Tự động,Đã sử dụng,Xăng,666000000
2025-09-17,2020,Đang cập nhật,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Sedan,1,Tự động,Đã sử dụng,Xăng,666000000
2025-09-17,2024,Đang cập nhật,"Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",SUV / Cross over,1,Tự động,Đã sử dụng,Điện,1299000000
2025-09-17,2024,Đang cập nhật,"Phường Hàng Đào, Quận Hoàn Kiếm, Hà Nội",SUV / Cross over,1,Tự động,Đã sử dụng,Điện,1299000000
2025-09-17,2019,Đang cập nhật,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,84000,Tự động,Đã sử dụng,Xăng,759000000
2025-09-17,2022,Đang cập nhật,"Phường Phúc Lợi, Quận Long Biên, Hà Nội",Pick-up (bán tải),54000,Tự động,Đã sử dụng,Dầu,638000000
2025-09-17,2014,Việt Nam,"Phường Sài Đồng, Quận Long Biên, Hà Nội",Pick-up (bán tải),160000,Tự động,Đã sử dụng,Xăng,335000000
2025-09-17,2017,Đang cập nhật,"Phường Cống Vị, Quận Ba Đình, Hà Nội",Pick-up (bán tải),109998,Tự động,Đã sử dụng,Dầu,448000000
2025-09-17,2016,Nước khác,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",SUV / Cross over,77383,Tự động,Đã sử dụng,Xăng,810000000
2025-09-17,2014,Nước khác,"Xã Cao Dương, Huyện Thanh Oai, Hà Nội",Hatchback,0,Số sàn,Đã sử dụng,Xăng,120000000
2025-09-17,2015,Nước khác,"Xã Cao Viên, Huyện Thanh Oai, Hà Nội",Hatchback,0,Tự động,Đã sử dụng,Xăng,325000000
2025-09-17,2015,Nước khác,"Xã Hồng Dương, Huyện Thanh Oai, Hà Nội",Hatchback,0,Tự động,Đã sử dụng,Xăng,325000000
2025-09-17,2021,Nước khác,"Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Minivan (MPV),72000,Số sàn,Đã sử dụng,Xăng,393000000
2025-09-17,2024,Việt Nam,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Minivan (MPV),9000,Tự động,Đã sử dụng,Dầu,1389000000
2025-09-17,2016,Đang cập nhật,"Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Unknown,46000,Số sàn,Đã sử dụng,Xăng,260000000
2025-09-17,2024,Việt Nam,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Minivan (MPV),29000,Tự động,Đã sử dụng,Dầu,1395000000
2025-09-17,2025,Trung Quốc,"Phường Láng Hạ, Quận Đống Đa, Hà Nội",Minivan (MPV),0,Tự động,Mới,Xăng,700000000
2025-09-17,2022,Việt Nam,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,45000,Tự động,Đã sử dụng,Xăng,715000000
2025-09-17,2025,Nước khác,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",SUV / Cross over,0,Tự động,Mới,Xăng,714000000
2025-09-17,2025,Nước khác,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",SUV / Cross over,0,Tự động,Mới,Động cơ Hybrid,1205000000
2025-09-17,2025,Nước khác,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",SUV / Cross over,0,Tự động,Mới,Xăng,1031000000
2025-09-17,2025,Nước khác,"Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Sedan,0,Tự động,Mới,Xăng,504000000
2025-09-17,2022,Nước khác,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,60000,Tự động,Đã sử dụng,Xăng,455000000
2025-09-17,2025,Nước khác,"Phường Yên Sở, Quận Hoàng Mai, Hà Nội",SUV / Cross over,0,Tự động,Mới,Xăng,1220000000
2025-09-17,2025,Nước khác,"Phường Yên Sở, Quận Hoàng Mai, Hà Nội",SUV / Cross over,0,Tự động,Mới,Xăng,671000000
2025-09-17,2025,Nước khác,"Phường Yên Sở, Quận Hoàng Mai, Hà Nội",SUV / Cross over,0,Tự động,Mới,Dầu,1464000000
2025-09-17,2025,Nước khác,"Phường Yên Sở, Quận Hoàng Mai, Hà Nội",SUV / Cross over,0,Tự động,Mới,Xăng,1172000000
2025-09-17,2013,Nước khác,"Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,41998,Tự động,Đã sử dụng,Xăng,470000000
2025-09-17,2019,Nước khác,"Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Sedan,65000,Tự động,Đã sử dụng,Xăng,460000000
2025-09-17,2023,Nước khác,"Phường Ngọc Hà, Quận Ba Đình, Hà Nội",SUV / Cross over,52000,Tự động,Đã sử dụng,Điện,740000000
2025-09-17,2014,Việt Nam,"Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",SUV / Cross over,150,Tự động,Đã sử dụng,Xăng,470000000
2025-09-17,2023,Nước khác,"Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,53000,Tự động,Đã sử dụng,Điện,745000000
2025-09-17,2015,Việt Nam,"Thị trấn Quang Minh, Huyện Mê Linh, Hà Nội",Hatchback,11,Số sàn,Đã sử dụng,Xăng,148000000
2025-09-17,2021,Thái Lan,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Pick-up (bán tải),88000,Tự động,Đã sử dụng,Dầu,683000000
2025-09-17,2019,Việt Nam,"Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",SUV / Cross over,92000,Tự động,Đã sử dụng,Xăng,413000000
2025-09-17,2019,Đang cập nhật,"Xã Dị Nậu, Huyện Thạch Thất, Hà Nội",Sedan,40000,Tự động,Đã sử dụng,Xăng,352000000
2025-09-17,2017,Việt Nam,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Minivan (MPV),95000,Số sàn,Đã sử dụng,Xăng,385000000
2025-09-17,2016,Việt Nam,"Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,90000,Số sàn,Đã sử dụng,Dầu,515000000
2025-09-17,2009,Hàn Quốc,"Phường Thượng Thanh, Quận Long Biên, Hà Nội",SUV / Cross over,140000,Tự động,Đã sử dụng,Dầu,350000000
2025-09-17,2020,Việt Nam,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,25000,Tự động,Đã sử dụng,Xăng,615000000
2025-09-17,2018,Việt Nam,"Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Sedan,75000,Tự động,Đã sử dụng,Xăng,415000000
2025-09-17,2025,Việt Nam,"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",SUV / Cross over,0,Tự động,Đã sử dụng,Điện,445000000
2025-09-17,2021,Việt Nam,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",SUV / Cross over,22000,Tự động,Đã sử dụng,Xăng,1490000000
2025-09-17,2020,Thái Lan,"Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Pick-up (bán tải),42000,Tự động,Đã sử dụng,Dầu,549000000
2025-09-17,2017,Thái Lan,"Xã Tam Hiệp, Huyện Thanh Trì, Hà Nội",Unknown,75000,Tự động,Đã sử dụng,Xăng,260000000
2025-09-17,2020,Đang cập nhật,"55A Đường Tố Hữu Hà Đông , Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,4000,Tự động,Đã sử dụng,Xăng,685000000
2025-09-17,2023,Hàn Quốc,"Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",SUV / Cross over,205000,Tự động,Đã sử dụng,Xăng,405000000
2025-09-17,2011,Ấn Độ,"Xã An Thượng, Huyện Hoài Đức, Hà Nội",Hatchback,149000,Tự động,Đã sử dụng,Xăng,200000000
2025-09-17,2022,Việt Nam,"Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Sedan,53000,Tự động,Đã sử dụng,Xăng,510000000
2025-09-17,2011,Hàn Quốc,"Xã Bích Hòa, Huyện Thanh Oai, Hà Nội",Hatchback,161913,Số sàn,Đã sử dụng,Xăng,55000000
2025-09-16,2016,Thái Lan,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Pick-up (bán tải),180000,Số sàn,Đã sử dụng,Dầu,365000000
2025-09-16,2020,Việt Nam,"Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Kiểu dáng khác,20,Tự động,Đã sử dụng,Xăng,580000000
2025-09-16,2020,Việt Nam,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Sedan,69000,Tự động,Đã sử dụng,Xăng,409000000
2025-09-16,2025,Đang cập nhật,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,0,Tự động,Mới,Dầu,1020000000
2025-09-16,2025,Đang cập nhật,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,0,Tự động,Mới,Dầu,1206000000
2025-09-16,2025,Đang cập nhật,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Van,0,Số sàn,Mới,Dầu,909000000
2025-09-16,2025,Đang cập nhật,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",SUV / Cross over,0,Tự động,Mới,Dầu,1500000000
2025-09-16,2025,Đang cập nhật,"Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Pick-up (bán tải),0,Tự động,Mới,Dầu,632000000
2025-09-16,2021,Đang cập nhật,"Phường Kim Giang, Quận Thanh Xuân, Hà Nội",SUV / Cross over,0,Tự động,Đã sử dụng,Xăng,1599000000
2025-09-16,2020,Đang cập nhật,"Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Sedan,0,Tự động,Đã sử dụng,Xăng,818000000
2025-09-16,2019,Đang cập nhật,"Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",SUV / Cross over,80000,Tự động,Đã sử dụng,Xăng,430000000
2025-09-16,2019,Đang cập nhật,"Phường Kim Giang, Quận Thanh Xuân, Hà Nội",SUV / Cross over,0,Tự động,Đã sử dụng,Xăng,1079000000
2025-09-16,2022,Đang cập nhật,"Phường Kim Giang, Quận Thanh Xuân, Hà Nội",SUV / Cross over,0,Tự động,Đã sử dụng,Dầu,1299000000
2025-09-16,2016,Đang cập nhật,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Unknown,0,Tự động,Đã sử dụng,Dầu,569000000
2025-09-16,2020,Đang cập nhật,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Sedan,0,Số sàn,Đã sử dụng,Xăng,289000000
2025-09-16,2013,Đang cập nhật,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Hatchback,0,Tự động,Đã sử dụng,Xăng,279000000
2025-09-16,2018,Đang cập nhật,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Hatchback,0,Tự động,Đã sử dụng,Xăng,439000000
2025-09-16,2016,Đang cập nhật,"Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội",Minivan (MPV),0,Số sàn,Đã sử dụng,Xăng,288000000
